seriesuid,coordX,coordY,coordZ,w,h,d,lesion,volume,min_axis,maj_axis,iom_artery,iom_vein
Tr0019.nii.gz,320.0,334.0,204.5,9.0,17.0,6.0,aneurysm,341.0,5.460950594566326,17.881937649135228,0.5073313782991202,0.1231671554252199
Tr0020.nii.gz,278.5,258.0,235.5,18.0,11.0,10.0,aneurysm,675.0,8.941025439044548,17.48933368846204,0.8814814814814815,0.0
Tr0021.nii.gz,373.0,256.5,190.5,19.0,18.0,32.0,aneurysm,3834.0,15.456494322282404,30.151455058861192,0.9913928012519562,0.0
Tr0022.nii.gz,337.0,209.5,176.5,15.0,10.0,8.0,aneurysm,420.0,6.715325875716911,18.527546391743456,0.9904761904761904,0.0
Tr0023.nii.gz,273.5,202.5,259.5,12.0,12.0,12.0,aneurysm,788.0,10.2106171587415,15.413326831371922,0.8362944162436549,0.0
Tr0024.nii.gz,325.5,262.0,187.0,18.0,23.0,17.0,aneurysm,2024.0,14.087376756132995,20.633711143520152,0.950592885375494,0.0
Tr0025.nii.gz,278.0,284.0,176.0,35.0,43.0,21.0,aneurysm,10981.0,16.515315605271002,43.565442313274616,0.5086968399963574,0.1798561151079136
Tr0025.nii.gz,302.5,272.0,204.5,18.0,19.0,16.0,aneurysm,1607.0,13.381256203685954,20.12348757606595,0.942750466708152,0.0
Tr0026.nii.gz,262.5,365.5,185.0,36.0,38.0,21.0,aneurysm,9658.0,20.00655568853232,41.2264583134068,0.0,0.265168772002485
Tr0027.nii.gz,338.5,273.0,198.0,10.0,7.0,9.0,aneurysm,363.0,7.760686784389017,10.639703892150203,0.8760330578512396,0.0661157024793388
Tr0028.nii.gz,308.5,267.0,287.5,16.0,15.0,12.0,aneurysm,1244.0,11.06035544817345,16.150361111464942,0.9581993569131833,0.0
Tr0029.nii.gz,273.5,274.5,174.0,32.0,30.0,21.0,aneurysm,7220.0,18.093183146897744,39.7224091446711,0.6765927977839336,0.2981994459833795
Tr0029.nii.gz,337.0,239.0,200.0,21.0,21.0,23.0,aneurysm,4586.0,17.283790720753036,27.463458944781383,0.9561709550806804,0.0010902747492368
Tr0029.nii.gz,293.5,234.5,211.0,16.0,22.0,17.0,aneurysm,2269.0,13.635171938301882,21.408224323864506,0.880123402379903,0.0
Tr0030.nii.gz,311.5,235.5,201.5,10.0,10.0,8.0,aneurysm,260.0,6.534834188703136,10.06658650145904,0.95,0.0
Tr0031.nii.gz,254.5,251.5,209.5,12.0,10.0,10.0,aneurysm,422.0,7.808545074499319,13.277541050867631,0.9360189573459716,0.0
Tr0032.nii.gz,275.0,220.5,171.5,23.0,20.0,16.0,aneurysm,2972.0,14.22462303226622,23.932389488863656,0.8105652759084792,0.0
Tr0033.nii.gz,359.0,272.5,199.5,13.0,16.0,16.0,aneurysm,1628.0,12.2928311075971,20.430219720964484,0.8937346437346437,0.0
Tr0034.nii.gz,261.0,309.0,119.0,17.0,17.0,15.0,aneurysm,813.0,8.543701196298166,26.528421894600523,0.998769987699877,0.0
Tr0035.nii.gz,308.0,323.5,122.5,93.0,78.0,36.0,aneurysm,54986.0,32.78054535257146,115.37673152856836,0.0390281162477721,0.0031280689630087
Tr0036.nii.gz,419.5,294.5,167.0,32.0,30.0,25.0,aneurysm,8394.0,21.698848622413845,33.43224143532632,0.6346199666428401,0.0
Tr0037.nii.gz,321.5,285.5,216.0,14.0,12.0,11.0,aneurysm,653.0,8.209712554128316,15.237665402503236,0.7718223583460949,0.0
Tr0038.nii.gz,316.5,236.0,170.0,26.0,23.0,19.0,aneurysm,2994.0,13.883560344736503,28.84135274073552,0.955243820975284,0.0364061456245825
Tr0039.nii.gz,153.5,265.5,240.5,14.0,28.0,10.0,aneurysm,1769.0,10.461480028418835,28.35117914023468,0.9525155455059356,0.0
Tr0040.nii.gz,289.0,234.0,198.0,19.0,15.0,17.0,aneurysm,1482.0,10.21696459079208,21.12299996858401,0.9851551956815114,0.0
Tr0041.nii.gz,339.5,348.5,96.5,18.0,18.0,22.0,aneurysm,3115.0,16.014613363567218,23.926446470407832,0.980096308186196,0.0
Tr0042.nii.gz,331.0,384.0,219.0,37.0,37.0,33.0,aneurysm,13421.0,25.06413039176853,37.543605234987325,0.0,0.0
Tr0043.nii.gz,245.5,216.0,175.0,30.0,27.0,21.0,aneurysm,5456.0,18.352264752315666,29.505939971238387,0.9626099706744868,0.0
Tr0044.nii.gz,315.5,251.5,168.0,12.0,12.0,9.0,aneurysm,710.0,9.121930786448422,13.961051402322653,0.5845070422535211,0.0
Tr0045.nii.gz,383.0,232.0,169.5,15.0,13.0,12.0,aneurysm,867.0,10.608724975951905,14.288846336191993,0.8200692041522492,0.0
Tr0046.nii.gz,328.0,301.0,136.0,33.0,15.0,21.0,aneurysm,2470.0,11.997956179099578,37.47020995207799,0.9862348178137652,0.0
Tr0047.nii.gz,232.5,177.0,143.5,26.0,19.0,22.0,aneurysm,4817.0,17.950343068681157,28.925046165652937,0.937097778700436,0.0
Tr0048.nii.gz,316.0,253.0,124.5,19.0,19.0,16.0,aneurysm,2736.0,15.656455829015952,19.41002649896519,0.3183479532163742,0.0
Tr0049.nii.gz,394.5,264.0,205.0,14.0,11.0,11.0,aneurysm,825.0,9.915030787592,16.614828453078278,0.8533333333333334,0.0
Tr0049.nii.gz,318.0,240.5,210.0,15.0,14.0,13.0,aneurysm,1498.0,13.273025138517117,15.33181494776213,0.9445927903871828,0.0
Tr0050.nii.gz,306.0,210.5,135.0,23.0,20.0,17.0,aneurysm,2231.0,12.95666672755849,27.06580382361496,0.4276109367996414,0.0
Tr0051.nii.gz,235.5,188.5,148.5,8.0,6.0,6.0,aneurysm,154.0,5.819543571745829,8.776799779911359,0.922077922077922,0.0
Tr0052.nii.gz,334.5,286.5,180.0,10.0,8.0,5.0,aneurysm,208.0,5.460231618106153,10.893791499704896,0.9471153846153846,0.0
Tr0052.nii.gz,275.0,287.0,195.5,9.0,9.0,6.0,aneurysm,282.0,6.175280552040923,12.235083997409347,0.9858156028368794,0.0
Tr0053.nii.gz,312.0,205.5,84.0,13.0,12.0,9.0,aneurysm,754.0,9.46394324533486,13.523381787441942,0.8196286472148541,0.0
Tr0054.nii.gz,294.0,229.0,161.5,11.0,9.0,10.0,aneurysm,481.0,8.48602703723158,11.248235722686692,0.9688149688149688,0.0
Tr0055.nii.gz,267.5,236.0,153.5,12.0,9.0,8.0,aneurysm,433.0,8.517158656357438,11.606039270536112,1.0,0.0
Tr0056.nii.gz,247.0,218.0,102.5,29.0,15.0,18.0,aneurysm,2846.0,13.66774574643024,25.717808958697297,0.8432888264230499,0.0769501054111033
Tr0057.nii.gz,215.5,170.5,143.5,8.0,10.0,6.0,aneurysm,230.0,5.5660772074649145,10.097150399794678,0.8782608695652174,0.0
Tr0057.nii.gz,218.5,175.0,149.0,4.0,5.0,3.0,aneurysm,43.0,3.1297324302938043,5.665458689074922,0.9534883720930232,0.0
Tr0058.nii.gz,277.0,294.0,72.5,15.0,15.0,14.0,aneurysm,1504.0,11.867914542812816,16.884484782490627,0.78125,0.0
Tr0058.nii.gz,288.0,299.0,87.5,11.0,13.0,12.0,aneurysm,864.0,11.072550113642096,13.722597730653074,0.0127314814814814,0.0
Tr0059.nii.gz,251.0,334.5,157.5,17.0,8.0,8.0,aneurysm,638.0,8.560964937148562,16.59783152292037,0.9905956112852664,0.0
Tr0060.nii.gz,232.0,156.5,154.0,15.0,24.0,13.0,aneurysm,1544.0,11.149644373850483,26.606475991707583,0.7784974093264249,0.0
Tr0061.nii.gz,249.5,180.0,132.5,4.0,5.0,4.0,aneurysm,48.0,3.859907876060305,5.304526583152491,0.4375,0.0
Tr0061.nii.gz,257.0,207.0,138.5,11.0,11.0,10.0,aneurysm,521.0,8.352960122220962,12.480006893467008,0.5124760076775432,0.0
Tr0062.nii.gz,268.0,183.5,95.0,9.0,6.0,5.0,aneurysm,173.0,5.40977166173295,9.772272866688407,0.6820809248554913,0.0
Tr0062.nii.gz,281.0,174.0,110.5,25.0,21.0,20.0,aneurysm,3471.0,16.5050675556573,23.905900471277025,0.9634111207144916,0.0
Tr0063.nii.gz,164.5,168.5,140.0,16.0,20.0,15.0,aneurysm,2658.0,15.114622555901152,20.84347856946168,0.8355906696764485,0.0
Tr0064.nii.gz,238.0,202.0,208.0,17.0,17.0,13.0,aneurysm,1897.0,12.298792161739188,19.263185605694904,0.9609910384818134,0.0
Tr0065.nii.gz,365.0,204.0,131.5,21.0,23.0,24.0,aneurysm,3628.0,15.619988589289475,28.895608072218927,0.926957001102536,0.0
Tr0065.nii.gz,263.5,171.5,139.5,12.0,12.0,12.0,aneurysm,997.0,10.995315733015476,15.40555314388176,0.9418254764292878,0.0
Tr0066.nii.gz,355.0,223.0,135.5,15.0,15.0,10.0,aneurysm,1173.0,10.6246188658195,17.885794079464105,0.9224211423699916,0.0
Tr0067.nii.gz,282.5,282.0,167.0,14.0,19.0,15.0,aneurysm,1700.0,12.623325923482808,20.055495776514,0.971764705882353,0.0
Tr0068.nii.gz,282.5,216.5,134.5,6.0,6.0,6.0,aneurysm,139.0,5.892705132402729,7.054151707292744,0.460431654676259,0.0
Tr0069.nii.gz,277.5,182.0,197.5,14.0,11.0,8.0,aneurysm,723.0,8.448506297168377,15.661461625966831,0.9391424619640388,0.0
Tr0070.nii.gz,219.0,169.0,357.0,11.0,13.0,7.0,aneurysm,544.0,7.36714604118666,14.141204951397086,0.5643382352941176,0.0
Tr0071.nii.gz,266.5,190.5,110.5,8.0,6.0,4.0,aneurysm,142.0,4.307001834676636,9.144340290965074,0.8732394366197183,0.0
Tr0072.nii.gz,248.0,188.5,152.0,9.0,8.0,7.0,aneurysm,260.0,6.647268608698504,9.72921019519421,0.9230769230769232,0.0
Tr0073.nii.gz,222.0,218.0,121.5,15.0,17.0,12.0,aneurysm,1304.0,11.369059514672806,19.55416944501523,0.937883435582822,0.0
Tr0074.nii.gz,287.0,193.0,121.0,7.0,7.0,7.0,aneurysm,236.0,6.7841144436888525,8.669802816540777,0.7288135593220338,0.0
Tr0074.nii.gz,310.0,191.0,158.5,27.0,29.0,44.0,aneurysm,12635.0,23.47260226841051,48.880079970900745,0.9044717055797388,0.0
Tr0074.nii.gz,315.5,163.0,189.5,12.0,17.0,12.0,aneurysm,1114.0,10.832857228161386,18.39160566588589,0.8850987432675045,0.0
Tr0075.nii.gz,296.5,211.5,117.5,10.0,8.0,4.0,aneurysm,208.0,4.544247305640575,10.5176474095625,0.8846153846153846,0.0
Tr0076.nii.gz,284.5,219.5,136.5,4.0,6.0,4.0,aneurysm,68.0,4.047181977031492,6.936072326101233,0.3970588235294117,0.4411764705882353
Tr0076.nii.gz,284.5,205.0,142.5,6.0,5.0,4.0,aneurysm,104.0,4.625867625795449,7.288293981190722,0.2211538461538461,0.7788461538461539
Tr0077.nii.gz,297.0,195.0,128.0,15.0,17.0,15.0,aneurysm,1798.0,13.666175154404522,20.122382000079774,0.9838709677419356,0.0055617352614015
Tr0078.nii.gz,259.5,225.0,161.0,12.0,15.0,9.0,aneurysm,1069.0,10.025184809541743,16.67049522856028,0.8119738072965388,0.0
Tr0079.nii.gz,322.5,217.0,165.0,22.0,21.0,27.0,aneurysm,6383.0,18.917577974463,32.30775912538843,0.6124079586401379,0.0
Tr0080.nii.gz,218.0,247.0,233.5,11.0,13.0,14.0,aneurysm,986.0,10.164442089935257,18.531492867410293,0.9898580121703854,0.0
Tr0081.nii.gz,311.5,256.5,200.0,28.0,38.0,25.0,aneurysm,14607.0,26.61320547259511,39.00858703916847,0.3666050523721503,0.041555418634901
Tr0082.nii.gz,250.5,213.0,105.0,8.0,9.0,5.0,aneurysm,202.0,5.373788919521357,9.716213989994008,0.3019801980198019,0.6237623762376238
Tr0083.nii.gz,273.0,187.5,174.0,23.0,20.0,15.0,aneurysm,2725.0,14.244683051792714,27.45586153310348,0.8576146788990826,0.0187155963302752
Tr0084.nii.gz,315.5,204.0,49.5,14.0,17.0,20.0,aneurysm,2453.0,12.987044351480208,24.13416986555314,0.8336730534039951,0.0
Tr0085.nii.gz,222.5,214.5,135.0,12.0,12.0,11.0,aneurysm,725.0,9.485571846805898,15.105573724827677,0.8910344827586207,0.0
Tr0086.nii.gz,149.5,207.0,107.5,14.0,15.0,12.0,aneurysm,1364.0,11.279480369125976,16.445802476597525,0.8335777126099707,0.0
Tr0087.nii.gz,250.0,239.5,230.0,7.0,10.0,7.0,aneurysm,270.0,6.651856744809048,10.210068072054955,0.6370370370370371,0.0
Tr0088.nii.gz,214.5,210.5,168.5,10.0,10.0,8.0,aneurysm,531.0,8.118878763064515,11.870440813113504,0.96045197740113,0.0
Tr0089.nii.gz,216.0,210.0,131.0,13.0,17.0,13.0,aneurysm,1248.0,11.308207220272491,17.01037038389105,0.8918269230769231,0.0
Tr0090.nii.gz,287.0,209.0,141.0,9.0,7.0,7.0,aneurysm,314.0,6.7237238108467405,10.934233340823855,0.6401273885350318,0.0
Tr0091.nii.gz,277.5,213.5,105.0,8.0,6.0,5.0,aneurysm,214.0,6.038757000131966,9.976382233844085,0.8271028037383178,0.0
Tr0092.nii.gz,306.5,205.0,116.0,12.0,9.0,7.0,aneurysm,495.0,7.416732681172088,13.632990551110112,0.7535353535353535,0.0848484848484848
Tr0092.nii.gz,281.0,175.5,136.0,13.0,16.0,19.0,aneurysm,1880.0,12.416455586310873,21.59052968024292,0.8026595744680851,0.0
Tr0093.nii.gz,192.5,233.0,141.0,16.0,15.0,11.0,aneurysm,1040.0,9.40639937280598,19.03329650832223,0.8076923076923077,0.0
Tr0094.nii.gz,408.0,282.5,101.5,11.0,12.0,8.0,aneurysm,741.0,9.1625254274826,14.538826693442862,0.6072874493927125,0.0
Tr0095.nii.gz,346.5,232.5,186.5,6.0,6.0,6.0,aneurysm,183.0,6.65919125202046,7.772273536578924,1.0,0.0
Tr0096.nii.gz,381.0,239.0,143.0,19.0,21.0,15.0,aneurysm,3397.0,16.185734195407534,21.704519235198703,0.794818957904033,0.007653812187224
Tr0097.nii.gz,374.0,233.0,200.5,25.0,13.0,16.0,aneurysm,2400.0,13.17033022711609,26.126090102995896,0.7266666666666667,0.0925
Tr0098.nii.gz,361.0,200.0,123.0,11.0,9.0,7.0,aneurysm,422.0,7.607537721841873,11.942300901574985,0.8056872037914692,0.0
Tr0099.nii.gz,227.5,184.5,137.5,12.0,14.0,8.0,aneurysm,779.0,8.888468593617693,14.757619735451934,0.9743260590500642,0.0
Tr0100.nii.gz,178.5,171.0,148.0,12.0,19.0,15.0,aneurysm,1773.0,13.317562630426185,20.255616166845037,0.9294980259447264,0.0
Tr0101.nii.gz,162.5,222.0,197.5,8.0,11.0,6.0,aneurysm,346.0,6.889078218773229,12.548704871420888,0.9913294797687862,0.0
Tr0102.nii.gz,246.0,256.0,190.0,17.0,15.0,13.0,aneurysm,1363.0,10.9065341704152,19.61995631219466,0.962582538517975,0.0
Tr0103.nii.gz,274.0,287.5,171.5,17.0,24.0,16.0,aneurysm,2271.0,12.532451684958222,29.741550880123103,0.8850726552179656,0.0105680317040951
Tr0104.nii.gz,243.0,289.5,216.0,15.0,16.0,11.0,aneurysm,1521.0,11.549463900010895,17.839529078202943,0.0,0.7928994082840237
Tr0105.nii.gz,211.5,203.0,153.5,14.0,15.0,14.0,aneurysm,1676.0,13.099312897999004,17.604758113641736,0.906324582338902,0.0
Tr0105.nii.gz,299.0,189.5,170.5,9.0,10.0,8.0,aneurysm,445.0,8.12275351207166,11.245393596581891,0.8426966292134831,0.0
Tr0106.nii.gz,380.0,219.0,161.0,13.0,13.0,17.0,aneurysm,1135.0,10.911413868867854,17.266445368808927,0.6405286343612335,0.0
Tr0107.nii.gz,263.5,222.5,135.0,22.0,12.0,11.0,aneurysm,1142.0,10.20007720935693,20.674495476523823,0.8590192644483362,0.0
Tr0108.nii.gz,326.5,225.5,189.5,10.0,10.0,8.0,aneurysm,364.0,7.120493398716869,10.894095551084304,0.2857142857142857,0.0
Tr0109.nii.gz,303.0,190.5,138.0,15.0,18.0,11.0,aneurysm,1035.0,9.14119684012053,22.87725087886822,0.7603864734299517,0.0
Tr0110.nii.gz,355.0,177.0,166.5,11.0,17.0,8.0,aneurysm,747.0,8.489586245575161,17.27606955299106,0.2610441767068273,0.6104417670682731
Tr0111.nii.gz,224.5,201.0,191.0,12.0,13.0,13.0,aneurysm,950.0,10.705855323615204,15.890571553266817,0.7957894736842105,0.0
Tr0112.nii.gz,227.0,247.5,163.5,11.0,10.0,8.0,aneurysm,423.0,8.704706729196051,10.47094648326333,0.557919621749409,0.0070921985815602
Tr0113.nii.gz,260.5,190.0,125.0,6.0,7.0,7.0,aneurysm,227.0,6.6582136803482985,8.59436229993096,0.5418502202643172,0.0
Tr0114.nii.gz,281.0,240.0,162.0,11.0,17.0,11.0,aneurysm,995.0,10.339423020686883,17.578466884882356,0.8381909547738694,0.0
Tr0114.nii.gz,247.5,204.5,186.5,10.0,12.0,6.0,aneurysm,346.0,6.147012895567067,14.04678450881312,0.791907514450867,0.0
Tr0115.nii.gz,314.5,263.0,229.0,12.0,11.0,9.0,aneurysm,777.0,9.609521412190594,13.482086967808144,0.9343629343629344,0.0
Tr0116.nii.gz,254.0,222.0,189.0,17.0,13.0,15.0,aneurysm,1896.0,13.639976633665844,20.141708196283872,0.8575949367088608,0.0
Tr0116.nii.gz,386.5,171.5,255.5,36.0,26.0,26.0,aneurysm,11848.0,24.093852763433365,36.5002964909778,0.9095205941931128,0.0
Tr0117.nii.gz,263.0,204.5,157.0,11.0,20.0,13.0,aneurysm,1336.0,10.45263815435637,22.45691269304021,0.9528443113772456,0.0
Tr0118.nii.gz,336.5,261.5,298.0,14.0,12.0,9.0,aneurysm,889.0,9.716176690866218,13.878977434953086,0.9133858267716536,0.0
Tr0119.nii.gz,362.5,262.5,191.0,36.0,44.0,27.0,aneurysm,15817.0,24.05983184642092,52.62655635745202,0.0806094708225327,0.0
Tr0120.nii.gz,331.5,239.0,218.0,12.0,13.0,13.0,aneurysm,569.0,8.373828549773053,17.684816860875003,1.0,0.0
Tr0121.nii.gz,139.0,165.5,215.0,13.0,10.0,13.0,aneurysm,626.0,8.446777151540182,13.826342939563355,0.9984025559105432,0.0
Tr0122.nii.gz,222.0,168.0,223.0,17.0,9.0,7.0,aneurysm,584.0,6.999502685263634,17.100740091398784,0.9811643835616438,0.0
Tr0123.nii.gz,230.5,203.5,121.5,6.0,6.0,4.0,aneurysm,84.0,4.288679654636056,6.9603502705671,0.8571428571428571,0.0
Tr0124.nii.gz,276.0,201.5,109.5,21.0,18.0,18.0,aneurysm,3130.0,15.76813254624998,22.262278513981027,0.993929712460064,0.0
Tr0124.nii.gz,247.0,146.0,158.5,25.0,27.0,16.0,aneurysm,4148.0,16.73415052311841,26.08193445977022,0.1608003857280617,0.0
Tr0125.nii.gz,258.0,175.0,197.5,25.0,19.0,26.0,aneurysm,2727.0,13.39880174846686,25.92063020241512,0.921892189218922,0.0256692335900256
Tr0126.nii.gz,295.0,219.5,181.5,15.0,12.0,12.0,aneurysm,942.0,11.149270114491856,16.94356911112945,0.9883227176220808,0.0
Tr0127.nii.gz,311.5,230.0,161.0,10.0,7.0,7.0,aneurysm,243.0,6.245976790600394,10.966650070569006,0.9547325102880658,0.0
Tr0128.nii.gz,325.5,277.0,113.5,12.0,15.0,8.0,aneurysm,525.0,7.107539147769016,14.723809982762573,0.923809523809524,0.0
Tr0129.nii.gz,264.5,212.5,163.0,6.0,6.0,5.0,aneurysm,108.0,5.138576714874151,7.530407231563554,1.0,0.0
Tr0129.nii.gz,163.0,194.5,171.5,23.0,18.0,20.0,aneurysm,3240.0,16.05214697459689,21.402339305573413,0.9722222222222222,0.0
Tr0130.nii.gz,257.0,193.0,176.0,15.0,11.0,11.0,aneurysm,976.0,11.002968301605527,16.410400130518532,1.0,0.0
Tr0130.nii.gz,154.0,166.0,186.0,11.0,11.0,9.0,aneurysm,452.0,7.68924894433591,11.83100463803582,0.995575221238938,0.0
Tr0131.nii.gz,252.5,277.0,208.0,16.0,17.0,13.0,aneurysm,1209.0,12.474378867679368,17.172003668408937,0.9693961952026467,0.0
Tr0132.nii.gz,234.0,151.5,196.0,21.0,18.0,15.0,aneurysm,2109.0,14.024329679238589,20.092269864275764,0.963963963963964,0.0
Tr0133.nii.gz,277.5,265.5,160.5,16.0,18.0,22.0,aneurysm,2319.0,13.711496984486258,23.765174745234088,0.9702457956015524,0.0047434238896075
Tr0134.nii.gz,187.5,259.0,222.0,18.0,19.0,13.0,aneurysm,1545.0,13.149971248490283,16.380143077798138,0.856957928802589,0.0
Tr0134.nii.gz,301.0,236.0,227.5,13.0,15.0,12.0,aneurysm,948.0,9.978068723910024,18.147079821015627,0.9704641350210972,0.0
Tr0135.nii.gz,235.0,241.5,229.5,25.0,24.0,22.0,aneurysm,3813.0,14.929084318658871,29.241859690043373,0.981117230527144,0.0
Tr0136.nii.gz,252.5,345.0,85.5,20.0,19.0,12.0,aneurysm,1701.0,11.7399971480644,19.217079819750914,0.369782480893592,0.0
Tr0137.nii.gz,373.5,242.5,180.5,26.0,18.0,16.0,aneurysm,2470.0,13.429842387132291,26.573561730248294,0.762753036437247,0.0
Tr0138.nii.gz,276.5,201.5,171.5,10.0,12.0,10.0,aneurysm,630.0,10.116354872704736,11.812730144286828,0.9063492063492063,0.0
Tr0138.nii.gz,230.5,195.5,183.0,10.0,6.0,7.0,aneurysm,152.0,5.053481233712252,10.992071500261744,0.6052631578947368,0.0
Tr0139.nii.gz,262.0,232.0,108.0,11.0,9.0,9.0,aneurysm,418.0,8.18009142793166,10.212524572730944,0.901913875598086,0.0
Tr0140.nii.gz,287.5,243.5,177.0,14.0,10.0,9.0,aneurysm,420.0,6.988051434926976,16.322174328544115,0.9761904761904762,0.0
Tr0141.nii.gz,303.5,220.5,202.5,8.0,6.0,6.0,aneurysm,158.0,5.480682292864732,9.017998324176023,1.0,0.0
Tr0142.nii.gz,360.0,209.0,136.0,13.0,11.0,11.0,aneurysm,696.0,9.568344937872418,13.766625431966157,0.0,0.9841954022988506
Tr0143.nii.gz,231.0,242.0,166.0,15.0,13.0,9.0,aneurysm,692.0,8.552581906039546,14.86303606778604,0.9595375722543352,0.0
Tr0143.nii.gz,273.0,235.0,181.0,15.0,11.0,5.0,aneurysm,418.0,5.779817949303467,16.4413341984799,0.7631578947368421,0.0
Tr0144.nii.gz,333.0,282.5,162.0,37.0,40.0,33.0,aneurysm,18780.0,30.58680285985176,35.71874995151109,0.261874334398296,0.0398296059637912
Tr0145.nii.gz,362.5,234.0,125.0,6.0,9.0,5.0,aneurysm,164.0,5.368908960030857,8.79039407907691,0.9695121951219512,0.0
Tr0146.nii.gz,350.0,244.0,179.0,9.0,15.0,5.0,aneurysm,416.0,5.762489020178314,15.534434555113704,0.9230769230769232,0.0
Tr0146.nii.gz,332.5,269.0,199.5,34.0,23.0,26.0,aneurysm,5399.0,16.656972898422982,36.549966123490506,0.1035376921652157,0.0
Tr0147.nii.gz,227.5,214.0,196.0,12.0,13.0,5.0,aneurysm,336.0,5.2157998906307785,12.9771914698705,0.9851190476190476,0.0029761904761904
Tr0148.nii.gz,281.5,220.5,185.0,28.0,28.0,25.0,aneurysm,5430.0,18.5606953021243,29.62456545419718,0.0239410681399631,0.0
Tr0149.nii.gz,298.0,250.0,161.5,15.0,13.0,10.0,aneurysm,632.0,9.523648116522113,16.124492125479158,0.9889240506329114,0.0
Tr0150.nii.gz,219.0,234.5,133.0,21.0,18.0,21.0,aneurysm,3471.0,16.571702865870268,23.52747785487786,0.9985594929415154,0.0
Tr0151.nii.gz,217.5,180.0,203.0,10.0,11.0,11.0,aneurysm,633.0,9.766396472893044,12.972526097199664,0.9794628751974724,0.0
Tr0152.nii.gz,248.5,183.5,228.5,20.0,18.0,16.0,aneurysm,2154.0,15.362000798134916,18.0940172355962,0.7683379758588672,0.0
Tr0153.nii.gz,220.5,213.0,210.0,28.0,29.0,19.0,aneurysm,5916.0,18.82904944904049,27.687741339766728,0.587052062204192,0.190500338066261
Tr0154.nii.gz,280.5,232.0,146.5,22.0,15.0,12.0,aneurysm,1217.0,11.210320186351876,23.54606626544032,0.8414133114215283,0.0
